name1	name2	siteStart1	siteEnd1	siteStart2	siteEnd2	siteLen	siteCmpl	siteScore	regStart1	regLen1	regStart2	regLen2	regGC	deltaG	Pvalue	Padj
137	ENSMUST00000184554.7	chr15_72272599_72272791_-@PARP6_ENSMUST00000050483.14:Parp6	124	145	21	41	22	0.81818	50	102	66	1	63	0.81395	-20.39	2.63e-05	0.000235
138	ENSMUST00000184554.7	chr3_49411823_49412033_-@RHOA_ENSMUST00000193619.1:Rhoa	79	139	241	300	61	0.63934	50	79	61	241	60	0.87603	-20.3862	1.39e-05	0.000151
139	ENSMUST00000184554.7	chr10_100999673_100999972_+@LZTS2_ENSMUST00000178087.2:Lzts2	276	305	157	185	30	0.73333	39	246	90	127	89	0.51397	-20.38	0.00246	0.00612
140	ENSMUST00000184554.7	chr5_168579485_168579759_-@PANK3_ENSMUST00000018990.7:Pank3	98	107	229	238	10	1	38	88	30	219	30	0.83333	-20.38	0.000214	0.00105
141	ENSMUST00000184554.7	chr8_22244983_22245282_+@POLR3D_ENSMUST00000180358.2:Polr3d	116	138	900	922	23	0.78261	54	93	69	877	69	0.81159	-20.33	3.48e-06	5.74e-05
142	ENSMUST00000184554.7	chr6_17600328_17600501_+@FAM8A1_ENSMUST00000099547.3:Fam8a1	62	113	184	236	53	0.67925	61	62	52	184	53	0.8381	-20.3202	4.38e-08	2.82e-06
143	ENSMUST00000184554.7	chr17_39197654_39197818_-@CACNB1_ENSMUST00000103144.9:Cacnb1	71	109	958	996	40	0.7	54	31	119	918	83	0.81683	-20.29	7.7e-05	0.000485
144	ENSMUST00000184554.7	chr22_49827858_49828022_-@BRD1_ENSMUST00000088911.3:Brd1	129	143	348	362	15	0.93333	55	114	45	333	45	0.8	-20.29	2.05e-12	2.63e-09
145	ENSMUST00000184554.7	chr2_25341775_25342074_-@DNMT3A_ENSMUST00000174817.7:Dnmt3a	69	124	207	259	56	0.67857	53	69	56	207	53	0.86239	-20.2608	1.2e-05	0.000136
146	ENSMUST00000184554.7	chr1_156751683_156751865_-@MRPL24_ENSMUST00000005017.14:Hdgf	69	143	94	169	76	0.60526	63	69	75	94	76	0.84106	-20.2464	0.00107	0.00334
147	ENSMUST00000184554.7	chr9_125707058_125707357_-@MAPKAP1_ENSMUST00000113123.7:Mapkap1	120	148	209	240	32	0.78125	46	88	93	177	96	0.75132	-20.19	0.00136	0.00396
148	ENSMUST00000184554.7	chr19_4400375_4400674_-@SH3GL1_ENSMUST00000233034.1:Sh3gl1	73	132	930	991	62	0.62903	63	73	60	930	62	0.80328	-20.1872	5.18e-05	0.000375
149	ENSMUST00000184554.7	chr5_111757543_111757697_-@NREP_ENSMUST00000237066.1:Nrep	133	148	105	120	16	0.9375	52	117	48	89	48	0.76042	-20.18	0.00068	0.00238
150	ENSMUST00000184554.7	chr12_47079856_47080106_-@AMIGO2_ENSMUST00000053106.6:Amigo2	47	123	841	916	78	0.60256	46	47	77	841	76	0.83007	-20.1396	0.0012	0.00363
151	ENSMUST00000184554.7	chr6_136822442_136822741_+@PEX7_ENSMUST00000166511.8:Pex7	81	141	915	979	65	0.66154	50	81	61	915	65	0.80159	-20.072	0.003	0.0072
152	ENSMUST00000184554.7	chr1_33256429_33256694_+@ZNF362_ENSMUST00000106072.8:Zfp362	83	126	921	962	44	0.68182	45	39	132	877	124	0.83203	-20	8.95e-06	0.000115
153	ENSMUST00000184554.7	chr19_39342281_39342580_+@SAMD4B_ENSMUST00000208199.1:Samd4b	132	145	810	823	14	1	54	118	42	796	42	0.84524	-20	2.65e-09	5.68e-07
154	ENSMUST00000184554.7	chr20_43914702_43915001_+@TOX2_ENSMUST00000109428.8:Tox2	269	280	106	117	12	1	40	257	36	94	36	0.55556	-19.96	0.00159	0.0044
155	ENSMUST00000184554.7	chr2_126656024_126656133_+@GYPC_ENSMUST00000174000.1:Gypc	3	20	958	975	18	0.83333	45	1	38	940	54	0.77174	-19.89	0.000289	0.00128
156	ENSMUST00000184554.7	chr6_31897547_31897846_-@EHMT2_ENSMUST00000078061.12:Ehmt2	19	75	501	557	58	0.67241	53	19	57	501	57	0.88596	-19.8592	0.000975	0.00315
157	ENSMUST00000184554.7	chr2_190881216_190881391_+@GLS_ENSMUST00000142976.1:Gls	66	125	863	917	60	0.56667	61	66	60	863	55	0.8	-19.824	0.00142	0.00411
158	ENSMUST00000184554.7	chr12_6700665_6700964_-@PIANP_ENSMUST00000162000.3:Pianp	105	146	151	190	42	0.7381	47	63	126	109	124	0.752	-19.81	0.00191	0.00502
159	ENSMUST00000184554.7	chr12_12266869_12267168_-@LRP6_ENSMUST00000032322.14:Lrp6	82	120	944	982	39	0.74359	73	43	117	905	96	0.79812	-19.8	2.12e-07	9.08e-06
160	ENSMUST00000184554.7	chr6_17600328_17600501_+@FAM8A1_ENSMUST00000099547.3:Fam8a1	593	605	769	781	13	0.92308	37	580	39	756	39	0.51282	-19.77	4.38e-08	2.82e-06
161	ENSMUST00000184554.7	chr8_144103616_144103915_-@SHARPIN_ENSMUST00000137106.1:Sharpin	62	141	883	960	80	0.5875	45	62	80	883	78	0.78481	-19.728	0.00357	0.0083
162	ENSMUST00000184554.7	chr6_158232045_158232217_+@TULP4_ENSMUST00000149756.7:Tulp4	36	68	405	437	33	0.75758	55	3	99	372	99	0.74242	-19.69	0.00324	0.00769
163	ENSMUST00000184554.7	chr18_79400149_79400448_+@NFATC1_ENSMUST00000236310.1:Nfatc1	67	132	811	874	67	0.68657	55	67	66	811	64	0.86154	-19.6712	0.000313	0.00134
164	ENSMUST00000184554.7	chr4_41214339_41214515_-@APBB2_ENSMUST00000162382.7:Apbb2	123	146	561	583	24	0.83333	52	99	72	537	71	0.79021	-19.67	2.23e-05	0.000208
165	ENSMUST00000184554.7	chr6_34392483_34392621_-@NUDT3_ENSMUST00000062397.12:Nudt3	56	126	786	855	71	0.69014	65	56	71	786	70	0.8156	-19.6244	0.000464	0.00179
166	ENSMUST00000184554.7	chr6_34392622_34392810_-@NUDT3_ENSMUST00000025050.12:Nudt3	56	126	554	623	71	0.69014	65	56	71	554	70	0.8156	-19.6244	2.59e-07	9.78e-06
167	ENSMUST00000184554.7	chr10_45672625_45672899_-@ZFAND4_ENSMUST00000223495.1:Zfand4	183	207	236	260	25	0.68	63	158	75	211	75	0.63333	-19.58	0.00114	0.0035
168	ENSMUST00000184554.7	chr16_590182_590400_+@RAB40C_ENSMUST00000164982.7:Rab40c	2	18	821	837	17	0.94118	52	1	35	804	51	0.81395	-19.55	0.00361	0.00835
169	ENSMUST00000184554.7	chr16_87869355_87869654_-@SLC7A5_ENSMUST00000045557.9:Slc7a5	60	100	838	879	42	0.66667	51	18	125	796	126	0.82869	-19.54	0.000348	0.00144
170	ENSMUST00000184554.7	chr20_51022957_51023256_-@KCNG1_ENSMUST00000109191.1:Kcng1	68	131	935	996	64	0.64062	45	68	64	935	62	0.8254	-19.5328	0.000527	0.00196
171	ENSMUST00000184554.7	chr19_38647499_38647668_+@ACTN4_ENSMUST00000127210.7:Actn4	496	517	591	612	22	0.63636	36	474	66	569	66	0.47727	-19.49	2.16e-05	0.000205
172	ENSMUST00000184554.7	chr10_14604251_14604550_-@FAM107B_ENSMUST00000115053.8:Fam107b	381	394	354	367	14	0.92857	36	367	42	340	42	0.60714	-19.49	0.0037	0.00849
173	ENSMUST00000184554.7	chr1_36156072_36156331_+@MAP7D1_ENSMUST00000122129.7:Map7d1	124	154	644	672	31	0.77419	38	93	93	613	91	0.76087	-19.49	0.00176	0.00472
174	ENSMUST00000184554.7	chr1_33349836_33350048_-@PHC2_ENSMUST00000138445.1:Phc2	94	109	835	850	16	0.75	43	78	48	819	48	0.6875	-19.48	0.000124	0.000692
175	ENSMUST00000184554.7	chr7_38178095_38178308_+@STARD3NL_ENSMUST00000039694.12:Stard3nl	100	130	909	938	31	0.80645	64	69	93	878	92	0.81081	-19.44	3.84e-05	0.00031
176	ENSMUST00000184554.7	chr20_58891387_58891462_+@GNAS_ENSMUST00000109084.7:Gnas	68	112	124	168	45	0.62222	41	23	135	79	135	0.84444	-19.44	3.26e-06	5.44e-05
177	ENSMUST00000184554.7	chr17_18039258_18039516_+@GID4_ENSMUST00000070681.6:Gid4	28	44	614	631	18	0.88889	43	10	53	596	54	0.83178	-19.44	0.000146	0.000787
178	ENSMUST00000184554.7	chr18_812092_812391_-@YES1_ENSMUST00000168707.5:Yes1	175	196	141	162	22	0.81818	58	153	66	119	66	0.70455	-19.43	4.81e-06	7.08e-05
179	ENSMUST00000184554.7	chr14_58637842_58638141_+@DACT1_ENSMUST00000150639.1:Dact1	88	106	383	402	20	0.8	40	68	59	363	60	0.7563	-19.38	0.000343	0.00143
180	ENSMUST00000184554.7	chr3_5187693_5187721_+@EDEM1_ENSMUST00000204804.2:Edem1	124	144	600	621	22	0.86364	51	102	65	578	66	0.77099	-19.36	3.12e-05	0.000265
181	ENSMUST00000184554.7	chr8_109539572_109539786_+@EBAG9_ENSMUST00000227691.1:Ebag9	124	150	302	325	27	0.74074	36	97	81	275	78	0.75472	-19.35	0.000351	0.00144
182	ENSMUST00000184554.7	chr17_44123623_44123787_-@HDAC5_ENSMUST00000008999.11:Hdac5	32	41	711	720	10	1	38	22	30	701	30	0.81667	-19.28	0.00554	0.0117
183	ENSMUST00000184554.7	chr7_151248820_151249093_-@SMARCD3_ENSMUST00000030791.11:Smarcd3	163	195	860	891	33	0.72727	37	130	99	827	98	0.59898	-19.26	0.00896	0.0167
184	ENSMUST00000184554.7	chr9_127785884_127786183_+@CDK9_ENSMUST00000154131.1:Cdk9	68	97	911	940	30	0.76667	64	38	90	881	90	0.82222	-19.26	2.64e-06	4.91e-05
185	ENSMUST00000184554.7	chr3_123066875_123067050_+@PDIA5_ENSMUST00000023550.8:Pdia5	121	146	861	887	27	0.81481	49	94	80	834	81	0.78882	-19.23	0.000294	0.00128
186	ENSMUST00000184554.7	chr6_148342688_148342917_+@SASH1_ENSMUST00000213032.1:Sash1	70	143	721	795	75	0.6	43	70	74	721	75	0.8255	-19.215	2.57e-06	4.91e-05
187	ENSMUST00000184554.7	chr16_84145006_84145305_-@HSDL1_ENSMUST00000212198.1:Hsdl1	125	156	708	739	32	0.71875	67	93	96	676	96	0.74479	-19.16	0.000176	9e-04
188	ENSMUST00000184554.7	chr2_183038460_183038650_-@NCKAP1_ENSMUST00000028386.11:Nckap1	121	144	767	789	24	0.79167	48	97	72	743	71	0.83916	-19.16	2.48e-09	5.68e-07
189	ENSMUST00000184554.7	chr4_39044742_39044853_+@KLHL5_ENSMUST00000204097.2:Klhl5	119	145	252	279	28	0.85714	56	91	83	224	84	0.84431	-19.13	1.63e-05	0.000164
190	ENSMUST00000184554.7	chr14_105248383_105248562_+@BTBD6_ENSMUST00000221500.1:Btbd6	122	130	289	297	9	1	36	113	27	280	27	0.77778	-19.1	4.17e-06	6.38e-05
191	ENSMUST00000184554.7	chr1_215567340_215567480_+@KCTD3_ENSMUST00000193143.5:Kctd3	81	143	731	794	64	0.625	54	81	63	731	64	0.8189	-19.0976	0.000214	0.00105
192	ENSMUST00000184554.7	chr1_156728319_156728489_+@RRNAD1_ENSMUST00000160143.1:Rrnad1	36	91	868	924	58	0.63793	59	36	56	868	57	0.82301	-19.0936	0.000165	0.000855
193	ENSMUST00000184554.7	chr5_177473476_177473756_-@DBN1_ENSMUST00000109921.8:Dbn1	94	123	587	615	30	0.73333	40	64	90	557	89	0.84916	-19.09	0.000458	0.00178
194	ENSMUST00000184554.7	chr19_6279805_6279988_-@MLLT1_ENSMUST00000025053.9:Mllt1	96	142	952	998	47	0.70213	62	49	141	905	96	0.81013	-19.03	1.6e-06	3.73e-05
195	ENSMUST00000184554.7	chr12_57846561_57846827_-@CTDSP2_ENSMUST00000219917.1:Ctdsp2	27	39	848	860	13	0.92308	40	14	39	835	39	0.87179	-19.02	9.12e-06	0.000115
196	ENSMUST00000184554.7	chr1_183472456_183472656_+@SMG7_ENSMUST00000073441.12:Smg7	123	143	725	745	21	0.80952	56	102	63	704	63	0.8254	-19	6.02e-06	8.52e-05
197	ENSMUST00000184554.7	chr16_69385948_69386137_-@TERF2_ENSMUST00000068388.14:Terf2	117	145	887	915	29	0.68966	45	88	87	858	87	0.76437	-18.95	5.05e-08	2.96e-06
198	ENSMUST00000184554.7	chr6_163414629_163414718_+@QKI_ENSMUST00000233828.1:Qk	74	130	235	293	60	0.65	53	74	57	235	59	0.86207	-18.948	1.12e-09	4.79e-07
199	ENSMUST00000184554.7	chr12_19439628_19439839_+@AEBP2_ENSMUST00000095350.10:Aebp2	122	130	992	1000	9	1	36	113	27	983	18	0.84444	-18.93	0.00195	0.0051
200	ENSMUST00000184554.7	chr1_110034474_110034773_+@STRIP1_ENSMUST00000064759.6:Strip1	98	106	588	596	9	1	36	89	27	579	27	0.74074	-18.93	0.00145	0.00417
201	ENSMUST00000184554.7	chr10_67884506_67884684_+@SIRT1_ENSMUST00000020257.12:Sirt1	181	196	699	714	16	0.9375	52	165	48	683	48	0.79167	-18.91	1.31e-10	8.4e-08
202	ENSMUST00000184554.7	chr6_85643717_85643971_-@SYNCRIP_ENSMUST00000172508.1:Syncrip	82	126	158	203	46	0.71739	41	36	137	112	138	0.81091	-18.9	1.92e-06	4.2e-05
203	ENSMUST00000184554.7	chr6_85643186_85643485_-@SYNCRIP_ENSMUST00000173801.7:Syncrip	82	126	177	222	46	0.71739	41	36	137	131	138	0.81091	-18.9	2.92e-06	5.22e-05
204	ENSMUST00000184554.7	chr10_102120388_102120634_-@LDB1_ENSMUST00000156585.8:Ldb1	67	100	938	971	34	0.67647	40	33	102	904	97	0.80402	-18.9	3.49e-05	0.000288
205	ENSMUST00000184554.7	chr1_31938218_31938517_-@PTP4A2_ENSMUST00000030578.13:Ptp4a2	77	113	266	303	38	0.73684	61	39	113	228	114	0.837	-18.9	3.21e-05	0.000272
206	ENSMUST00000184554.7	chr4_39638949_39639111_-@SMIM14_ENSMUST00000144562.1:Smim14	13	27	703	717	15	0.86667	52	1	42	688	45	0.82759	-18.87	6.03e-06	8.52e-05
207	ENSMUST00000184554.7	chr2_9630819_9631081_-@YWHAQ_ENSMUST00000103002.7:Ywhaq	96	113	836	853	18	0.88889	57	78	54	818	54	0.87037	-18.87	5.69e-05	0.000396
208	ENSMUST00000184554.7	chr10_73811710_73811969_-@NDST2_ENSMUST00000223679.1:Ndst2	128	143	925	940	16	0.9375	50	112	48	909	48	0.79167	-18.87	3.81e-07	1.29e-05
209	ENSMUST00000184554.7	chr15_29822309_29822608_-@TJP1_ENSMUST00000032729.7:Tjp1	68	129	749	809	62	0.64516	59	68	62	749	61	0.8374	-18.8232	4.45e-06	6.65e-05
210	ENSMUST00000184554.7	chr9_88388182_88388388_+@SPIN1_ENSMUST00000095797.5:Spin1	17	39	205	227	23	0.78261	63	1	62	182	69	0.82443	-18.81	4.09e-07	1.32e-05
211	ENSMUST00000184554.7	chr8_95133647_95133856_+@PLEKHF2_ENSMUST00000054776.3:Plekhf2	178	191	433	446	14	0.85714	41	164	42	419	42	0.7381	-18.8	8.47e-06	0.000111
212	ENSMUST00000184554.7	chr22_49827858_49828022_-@BRD1_ENSMUST00000088911.3:Brd1	96	109	289	302	14	0.78571	45	82	42	275	42	0.79762	-18.78	2.05e-12	2.63e-09
213	ENSMUST00000184554.7	chr19_17511502_17511801_+@PGLS_ENSMUST00000143441.1:Pgls	128	145	98	115	18	0.77778	46	110	54	80	54	0.7963	-18.77	9.08e-06	0.000115
214	ENSMUST00000184554.7	chr14_50532419_50532585_-@MAP4K5_ENSMUST00000110567.7:Map4k5	122	145	777	799	24	0.79167	53	98	72	753	71	0.7972	-18.75	0.000247	0.00114
215	ENSMUST00000184554.7	chr10_88990721_88990952_+@FAS_ENSMUST00000112472.3:Fas	265	280	71	86	16	0.8125	38	249	48	55	48	0.48958	-18.75	0.00222	0.00567
216	ENSMUST00000184554.7	chr21_39313482_39313781_-@BRWD1_ENSMUST00000099502.8:Brwd1	87	130	155	197	44	0.68182	57	43	132	111	131	0.78707	-18.75	2.09e-05	0.000199
217	ENSMUST00000184554.7	chr17_45585038_45585337_-@LRRC37A4P_ENSMUST00000057892.14:Bptf	71	112	672	714	43	0.65116	48	28	128	629	129	0.85214	-18.74	0.000223	0.00107
218	ENSMUST00000184554.7	chr17_76072357_76072656_-@SRP68_ENSMUST00000106425.3:Srp68	71	91	902	922	21	0.80952	63	50	63	881	63	0.79365	-18.72	0.000629	0.00224
219	ENSMUST00000184554.7	chr1_42335082_42335381_-@FOXJ3_ENSMUST00000137560.7:Foxj3	88	137	583	631	51	0.60784	39	88	50	583	49	0.73737	-18.717	2.77e-05	0.000246
220	ENSMUST00000184554.7	chr20_325402_325701_+@SOX12_ENSMUST00000063332.8:Sox12	70	142	574	648	76	0.63158	45	70	73	574	75	0.87838	-18.7112	3.59e-06	5.84e-05
221	ENSMUST00000184554.7	chr1_224434644_224434943_-@WDR26_ENSMUST00000162819.8:Wdr26	124	142	428	446	19	0.89474	54	105	57	409	57	0.83333	-18.71	1.25e-06	3.07e-05
222	ENSMUST00000184554.7	chr8_38468622_38468724_-@FGFR1_ENSMUST00000117179.8:Fgfr1	93	109	180	196	17	0.82353	50	76	51	163	51	0.78431	-18.7	1.4e-05	0.000152
223	ENSMUST00000184554.7	chr2_9630819_9631081_-@YWHAQ_ENSMUST00000103002.7:Ywhaq	121	140	833	852	20	0.9	65	101	60	813	60	0.85	-18.7	5.69e-05	0.000396
224	ENSMUST00000184554.7	chr13_49691332_49691631_-@EBPL_ENSMUST00000223560.1:Ebpl	11	26	831	846	16	0.8125	51	1	42	815	48	0.75556	-18.66	5.04e-05	0.000368
225	ENSMUST00000184554.7	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3	30	38	207	215	9	1	36	21	27	198	27	0.87037	-18.62	4.39e-09	7.38e-07
226	ENSMUST00000184554.7	chr18_9475366_9475665_+@RALBP1_ENSMUST00000024905.10:Ralbp1	128	142	762	776	15	0.86667	45	113	45	747	45	0.78889	-18.61	3.91e-06	6.13e-05
227	ENSMUST00000184554.7	chr12_57088949_57089053_+@NAB2_ENSMUST00000099157.3:Nab2	73	128	869	923	56	0.67857	77	73	56	869	55	0.81982	-18.6032	0.00636	0.0129
228	ENSMUST00000184554.7	chr16_84145006_84145305_-@HSDL1_ENSMUST00000212198.1:Hsdl1	104	131	948	977	30	0.8	53	74	88	918	83	0.81871	-18.6	0.000176	9e-04
229	ENSMUST00000184554.7	chr19_55385782_55386081_+@RPL28_ENSMUST00000078432.4:Rpl28	96	109	698	711	14	0.71429	42	82	42	684	42	0.66667	-18.59	0.00455	0.01
230	ENSMUST00000184554.7	chr4_2843751_2843923_+@ADD1_ENSMUST00000145986.1:Add1	268	285	466	483	18	0.61111	36	250	54	448	54	0.46296	-18.56	0.00767	0.015
231	ENSMUST00000184554.7	chr4_16226321_16226620_-@TAPT1_ENSMUST00000199374.4:Tapt1	117	146	784	813	30	0.76667	60	87	90	754	90	0.79444	-18.54	2.74e-08	2.08e-06
232	ENSMUST00000184554.7	chr8_38787223_38787347_+@TACC1_ENSMUST00000084512.10:Tacc1	98	125	618	645	28	0.67857	48	70	84	590	84	0.75595	-18.52	0.00315	0.00749
233	ENSMUST00000184554.7	chr19_6279805_6279988_-@MLLT1_ENSMUST00000025053.9:Mllt1	76	112	874	910	38	0.71053	44	38	113	836	113	0.78761	-18.5	1.6e-06	3.73e-05
234	ENSMUST00000184554.7	chr11_44950866_44951032_-@TP53I11_ENSMUST00000090554.10:Trp53i11	32	41	97	106	10	1	38	22	30	87	30	0.81667	-18.5	0.00198	0.00516
235	ENSMUST00000184554.7	chr3_43690788_43691087_+@ABHD5_ENSMUST00000216775.1:Abhd5	30	102	308	379	73	0.61644	48	30	73	308	72	0.82069	-18.4982	0.000158	0.000838
236	ENSMUST00000184554.7	chr11_118436347_118436646_+@KMT2A_ENSMUST00000114689.7:Kmt2a	324	337	57	70	14	0.92857	41	310	42	43	42	0.42857	-18.49	4.61e-05	0.000348
237	ENSMUST00000184554.7	chr21_15064838_15065137_-@NRIP1_ENSMUST00000141182.1:Nrip1	73	151	747	828	82	0.60976	53	73	79	747	82	0.84472	-18.4664	2.55e-07	9.78e-06
238	ENSMUST00000184554.7	chr1_206684755_206684934_+@MAPKAPK2_ENSMUST00000016672.10:Mapkapk2	78	138	51	112	62	0.58065	44	78	61	51	62	0.84553	-18.4636	0.00561	0.0118
239	ENSMUST00000184554.7	chr12_25250779_25251078_-@KRAS_ENSMUST00000156486.1:Kras	108	133	878	902	26	0.80769	59	82	78	852	77	0.82581	-18.44	3.06e-05	0.000262
240	ENSMUST00000184554.7	chr12_2052837_2053136_+@CACNA1C_ENSMUST00000188522.6:Cacna1c	59	94	929	963	36	0.72222	58	23	108	893	107	0.82326	-18.36	2.92e-05	0.000255
241	ENSMUST00000184554.7	chr19_12995368_12995636_+@NFIX_ENSMUST00000076715.12:Nfix	179	191	627	639	13	0.84615	42	166	39	614	39	0.75641	-18.36	5.96e-09	8.51e-07
242	ENSMUST00000184554.7	chr1_116373053_116373223_+@ATP1A1_ENSMUST00000036493.7:Atp1a1	180	207	881	909	29	0.72414	41	151	86	852	87	0.68208	-18.35	0.000107	0.000629
243	ENSMUST00000184554.7	chr4_38664023_38664185_+@KLF3_ENSMUST00000200587.4:Klf3	101	140	606	645	40	0.725	62	61	120	566	120	0.7875	-18.33	0.00224	0.00572
244	ENSMUST00000184554.7	chr1_202144587_202144886_-@ARL8A_ENSMUST00000027684.10:Arl8a	92	122	70	100	32	0.78125	44	60	95	38	95	0.84737	-18.33	4.09e-05	0.000319
245	ENSMUST00000184554.7	chr19_39342281_39342580_+@SAMD4B_ENSMUST00000208199.1:Samd4b	122	146	897	921	25	0.84	58	97	75	872	75	0.83333	-18.31	2.65e-09	5.68e-07
246	ENSMUST00000184554.7	chr20_63626925_63627224_-@GMEB2_ENSMUST00000141003.1:Gmeb2	100	133	656	689	34	0.70588	41	66	102	622	102	0.82353	-18.3	7.92e-07	2.21e-05
247	ENSMUST00000184554.7	chr19_6279805_6279988_-@MLLT1_ENSMUST00000025053.9:Mllt1	117	159	853	894	43	0.76744	59	74	129	810	128	0.77043	-18.3	1.6e-06	3.73e-05
248	ENSMUST00000184554.7	chr1_119711787_119712086_+@PHGDH_ENSMUST00000065793.11:Phgdh	370	384	535	549	15	0.86667	37	355	45	520	45	0.5	-18.3	0.00599	0.0123
249	ENSMUST00000184554.7	chr18_10454648_10454809_+@APCDD1_ENSMUST00000237428.1:Apcdd1	55	106	30	79	52	0.71154	51	55	52	30	50	0.86275	-18.2936	0.000763	0.00263
250	ENSMUST00000184554.7	chr2_25341775_25342074_-@DNMT3A_ENSMUST00000174817.7:Dnmt3a	17	69	690	738	53	0.64151	43	17	53	690	49	0.86275	-18.2744	1.2e-05	0.000136
251	ENSMUST00000184554.7	chr5_140107670_140107937_+@PURA_ENSMUST00000051301.5:Pura	82	130	440	487	49	0.61224	42	33	147	391	146	0.75427	-18.27	9e-05	0.000538
252	ENSMUST00000184554.7	chr12_57846561_57846827_-@CTDSP2_ENSMUST00000219917.1:Ctdsp2	124	145	160	180	22	0.86364	51	102	66	138	65	0.83969	-18.23	9.12e-06	0.000115
253	ENSMUST00000184554.7	chr9_35689108_35689407_-@TPM2_ENSMUST00000133355.1:Tpm2	165	179	570	584	15	0.93333	40	150	45	555	45	0.68889	-18.22	0.00248	0.00616
254	ENSMUST00000184554.7	chr20_52191628_52191927_-@ZFP64_ENSMUST00000136242.1:Zfp64	168	202	910	945	36	0.69444	42	132	107	874	108	0.6186	-18.21	0.00892	0.0167
255	ENSMUST00000184554.7	chr6_17600328_17600501_+@FAM8A1_ENSMUST00000099547.3:Fam8a1	379	392	872	885	14	0.78571	39	365	42	858	42	0.47619	-18.21	4.38e-08	2.82e-06
256	ENSMUST00000184554.7	chr19_41353909_41354071_-@TGFB1_ENSMUST00000002678.9:Tgfb1	71	125	846	903	58	0.65517	46	71	55	846	58	0.82301	-18.2004	4.17e-05	0.000323
257	ENSMUST00000184554.7	chr19_19320695_19320994_+@MAU2_ENSMUST00000168013.2:Mau2	158	176	733	751	19	0.84211	48	139	57	714	57	0.71053	-18.2	0.000373	0.0015
258	ENSMUST00000184554.7	chr1_19644163_19644462_+@NBL1_ENSMUST00000132900.1:Nbl1	32	66	920	954	35	0.8	78	1	101	885	105	0.81068	-18.18	0.000162	0.00085
259	ENSMUST00000184554.7	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3	119	143	508	532	25	0.76	59	94	75	483	75	0.74667	-18.18	4.39e-09	7.38e-07
260	ENSMUST00000184554.7	chr12_47079856_47080106_-@AMIGO2_ENSMUST00000053106.6:Amigo2	2	84	697	778	84	0.60714	48	2	83	697	82	0.82424	-18.1608	0.0012	0.00363
261	ENSMUST00000184554.7	chr6_169723848_169724147_-@PHF10_ENSMUST00000024657.11:Phf10	96	109	699	712	14	0.85714	36	82	42	685	42	0.78571	-18.14	8.1e-07	2.21e-05
262	ENSMUST00000184554.7	chr19_6279805_6279988_-@MLLT1_ENSMUST00000025053.9:Mllt1	71	86	949	964	16	0.9375	52	55	48	933	48	0.83333	-18.14	1.6e-06	3.73e-05
263	ENSMUST00000184554.7	chr2_101697538_101697697_+@MAP4K4_ENSMUST00000168431.6:Map4k4	103	126	249	272	24	0.70833	38	79	72	225	72	0.84722	-18.13	0.000144	0.000779
264	ENSMUST00000184554.7	chr17_79839290_79839589_-@CBX4_ENSMUST00000026665.7:Cbx4	98	112	440	454	15	0.93333	48	83	45	425	45	0.81111	-18.08	9.59e-09	1.12e-06
265	ENSMUST00000184554.7	chr2_190881216_190881391_+@GLS_ENSMUST00000142976.1:Gls	100	142	721	763	43	0.69767	47	57	129	678	129	0.73643	-18.07	0.00142	0.00411
266	ENSMUST00000184554.7	chr8_58659768_58659963_-@NSMAF_ENSMUST00000124344.1:Nsmaf	37	49	864	876	13	1	50	24	39	851	39	0.88462	-18.07	2.23e-05	0.000208
267	ENSMUST00000184554.7	chr11_61827956_61828203_+@FADS2_ENSMUST00000025567.8:Fads2	161	175	844	858	15	0.86667	39	146	45	829	45	0.67778	-18.07	0.000166	0.000855
268	ENSMUST00000184554.7	chr19_40191279_40191452_+@MAP3K10_ENSMUST00000108341.1:Map3k10	189	208	716	734	20	0.85	41	169	60	696	59	0.70588	-18.06	8e-04	0.00271
269	ENSMUST00000184554.7	chr22_49853699_49853876_+@ZBED4_ENSMUST00000041297.14:Zbed4	178	196	586	604	19	0.73684	41	159	57	567	57	0.58772	-18.04	5.11e-05	0.000371
270	ENSMUST00000184554.7	chrX_38327523_38327684_-@RPGR_ENSMUST00000124744.1:Rpgr	120	144	746	772	27	0.74074	47	93	79	719	81	0.83125	-18.03	0.00105	0.00332
271	ENSMUST00000184554.7	chr2_65432444_65432571_-@SPRED2_ENSMUST00000093298.11:Spred2	98	106	76	84	9	1	36	89	27	67	27	0.77778	-18.02	0.000517	0.00193
272	ENSMUST00000184554.7	chr1_202144587_202144886_-@ARL8A_ENSMUST00000027684.10:Arl8a	98	106	59	67	9	1	36	89	27	50	27	0.85185	-18.01	4.09e-05	0.000319
273	ENSMUST00000184554.7	chr3_12841396_12841682_-@RPL32_ENSMUST00000081840.5:Rpl32	163	177	297	311	15	0.86667	39	148	45	282	45	0.65556	-18.01	0.002	0.00519
274	ENSMUST00000184554.7	chr20_62937900_62938098_+@GID8_ENSMUST00000029090.8:Gid8	68	106	87	125	39	0.66667	54	29	117	48	117	0.82051	-18	1.33e-05	0.000148
