name1	name2	siteStart1	siteEnd1	siteStart2	siteEnd2	siteLen	siteCmpl	siteScore	regStart1	regLen1	regStart2	regLen2	regGC	deltaG	Pvalue	Padj	key
98	ENSMUST00000184554.7	chr5_98928789_98928969_-@CHD1_ENSMUST00000173159.1:Chd1	87	140	533	583	54	0.68519	60	87	54	533	51	0.86667	-24.7968	0.000406	0.00173	chr5_98928789_98928969_-@CHD1_ENSMUST00000173159.1:Chd1 87
99	ENSMUST00000184554.7	chr15_67521046_67521345_+@C15orf61_ENSMUST00000168665.2:2300009A05Rik	31	90	926	985	60	0.7	71	31	60	926	60	0.8	-24.756	0.00252	0.00647	chr15_67521046_67521345_+@C15orf61_ENSMUST00000168665.2:2300009A05Rik 31
100	ENSMUST00000184554.7	chr2_42568582_42568690_+@MTA3_ENSMUST00000067826.14:Mta3	31	81	3	55	53	0.67925	56	31	51	3	53	0.86538	-24.7192	0.000298	0.00138	chr2_42568582_42568690_+@MTA3_ENSMUST00000067826.14:Mta3 31
101	ENSMUST00000184554.7	chr3_126475741_126476040_-@ZXDC_ENSMUST00000137483.1:Zxdc	64	125	115	174	63	0.66667	77	64	62	115	60	0.83607	-24.7086	5.18e-06	8.43e-05	chr3_126475741_126476040_-@ZXDC_ENSMUST00000137483.1:Zxdc 64
102	ENSMUST00000184554.7	chr5_140107670_140107937_+@PURA_ENSMUST00000051301.5:Pura	160	197	196	233	38	0.68421	42	122	114	158	114	0.74561	-24.69	9e-05	0.000583	chr5_140107670_140107937_+@PURA_ENSMUST00000051301.5:Pura 160
103	ENSMUST00000184554.7	chr14_100238691_100238927_+@YY1_ENSMUST00000021692.8:Yy1	110	146	361	397	38	0.78947	56	72	113	323	113	0.81416	-24.68	0.000129	0.000762	chr14_100238691_100238927_+@YY1_ENSMUST00000021692.8:Yy1 110
104	ENSMUST00000184554.7	chr1_111619639_111619808_+@RAP1A_ENSMUST00000090678.10:Rap1a	68	151	708	794	88	0.64773	72	68	84	708	87	0.85965	-24.6752	1.93e-06	4.38e-05	chr1_111619639_111619808_+@RAP1A_ENSMUST00000090678.10:Rap1a 68
105	ENSMUST00000184554.7	chr1_111619809_111619977_+@RAP1A_ENSMUST00000197094.4:Rap1a	68	151	759	845	88	0.64773	72	68	84	759	87	0.85965	-24.6752	1.15e-06	3.24e-05	chr1_111619809_111619977_+@RAP1A_ENSMUST00000197094.4:Rap1a 68
106	ENSMUST00000184554.7	chr21_37366901_37367177_+@DYRK1A_ENSMUST00000119878.7:Dyrk1a	58	118	77	138	63	0.73016	68	58	61	77	62	0.84553	-24.5322	2.3e-06	4.8e-05	chr21_37366901_37367177_+@DYRK1A_ENSMUST00000119878.7:Dyrk1a 58
107	ENSMUST00000184554.7	chr2_677256_677555_-@TMEM18_ENSMUST00000057151.9:Tmem18	96	153	209	266	59	0.64407	63	96	58	209	58	0.82759	-24.485	0.00543	0.0115	chr2_677256_677555_-@TMEM18_ENSMUST00000057151.9:Tmem18 96
108	ENSMUST00000184554.7	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3	77	145	693	761	70	0.62857	55	77	69	693	69	0.84058	-24.444	4.39e-09	8.07e-07	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3 77
109	ENSMUST00000184554.7	chr19_6424795_6424960_-@KHSRP_ENSMUST00000007814.9:Khsrp	73	130	600	652	58	0.72414	55	73	58	600	53	0.89189	-24.3136	2.48e-05	0.000248	chr19_6424795_6424960_-@KHSRP_ENSMUST00000007814.9:Khsrp 73
110	ENSMUST00000184554.7	chr7_4883686_4883856_-@RADIL_ENSMUST00000139824.1:Radil	100	147	940	991	52	0.69231	50	100	48	940	52	0.85	-24.1488	1.16e-05	0.000142	chr7_4883686_4883856_-@RADIL_ENSMUST00000139824.1:Radil 100
111	ENSMUST00000184554.7	chr17_18183718_18184017_+@ALKBH5_ENSMUST00000044250.3:Alkbh5	68	119	526	575	52	0.69231	74	68	52	526	50	0.85294	-24.128	0.00239	0.00617	chr17_18183718_18184017_+@ALKBH5_ENSMUST00000044250.3:Alkbh5 68
112	ENSMUST00000184554.7	chr2_99489850_99490099_-@REV1_ENSMUST00000027251.11:Rev1	55	105	522	571	51	0.64706	55	55	51	522	50	0.82178	-24.123	0.00124	0.00383	chr2_99489850_99490099_-@REV1_ENSMUST00000027251.11:Rev1 55
113	ENSMUST00000184554.7	chr10_91798277_91798576_+@TNKS2_ENSMUST00000168656.7:Tnks2	66	140	51	125	76	0.57895	68	66	75	51	75	0.83333	-24.0616	1.48e-07	8.54e-06	chr10_91798277_91798576_+@TNKS2_ENSMUST00000168656.7:Tnks2 66
114	ENSMUST00000184554.7	chr4_77819218_77819496_-@CNOT6L_ENSMUST00000122003.7:Cnot6l	137	197	740	802	63	0.69841	49	137	61	740	63	0.82258	-23.751	0.000131	0.000767	chr4_77819218_77819496_-@CNOT6L_ENSMUST00000122003.7:Cnot6l 137
115	ENSMUST00000184554.7	chr19_663034_663245_-@RNF126_ENSMUST00000219189.1:Rnf126	161	197	950	987	38	0.78947	71	123	113	912	89	0.74752	-23.68	2.19e-06	4.66e-05	chr19_663034_663245_-@RNF126_ENSMUST00000219189.1:Rnf126 161
116	ENSMUST00000184554.7	chr2_27032854_27033153_+@TMEM214_ENSMUST00000202050.3:Tmem214	316	332	788	804	17	0.88235	43	299	51	771	51	0.40196	-23.6	0.00534	0.0114	chr2_27032854_27033153_+@TMEM214_ENSMUST00000202050.3:Tmem214 316
117	ENSMUST00000184554.7	chr1_15847784_15848008_+@SPEN_ENSMUST00000152081.1:Spen	47	113	630	696	68	0.67647	62	47	67	630	67	0.81343	-23.528	2.41e-06	4.88e-05	chr1_15847784_15848008_+@SPEN_ENSMUST00000152081.1:Spen 47
118	ENSMUST00000184554.7	chr1_15847557_15847783_+@SPEN_ENSMUST00000105786.2:Spen	47	113	286	352	68	0.67647	62	47	67	286	67	0.81343	-23.528	9.92e-06	0.000127	chr1_15847557_15847783_+@SPEN_ENSMUST00000105786.2:Spen 47
119	ENSMUST00000184554.7	chr1_33256429_33256694_+@ZNF362_ENSMUST00000106072.8:Zfp362	62	125	757	817	64	0.70312	73	62	64	757	61	0.856	-23.5136	8.95e-06	0.000119	chr1_33256429_33256694_+@ZNF362_ENSMUST00000106072.8:Zfp362 62
120	ENSMUST00000184554.7	chr11_57667975_57668267_+@ZDHHC5_ENSMUST00000125690.1:Zdhhc5	71	130	942	1000	60	0.65	75	71	60	942	59	0.82353	-23.448	0.00539	0.0115	chr11_57667975_57668267_+@ZDHHC5_ENSMUST00000125690.1:Zdhhc5 71
121	ENSMUST00000184554.7	chr20_325402_325701_+@SOX12_ENSMUST00000063332.8:Sox12	140	205	275	339	66	0.60606	41	140	66	275	65	0.74809	-23.3904	3.59e-06	6.5e-05	chr20_325402_325701_+@SOX12_ENSMUST00000063332.8:Sox12 140
122	ENSMUST00000184554.7	chr3_184561638_184561937_+@EPHB3_ENSMUST00000006112.6:Ephb3	71	130	425	481	60	0.63333	78	71	60	425	57	0.83761	-23.388	8.81e-06	0.000118	chr3_184561638_184561937_+@EPHB3_ENSMUST00000006112.6:Ephb3 71
123	ENSMUST00000184554.7	chr4_39977785_39978060_-@PDS5A_ENSMUST00000201948.3:Pds5a	80	130	329	378	51	0.66667	39	80	51	329	50	0.83168	-23.3784	1.1e-08	1.43e-06	chr4_39977785_39978060_-@PDS5A_ENSMUST00000201948.3:Pds5a 80
124	ENSMUST00000184554.7	chr8_101205569_101205822_-@ZNF706_ENSMUST00000078976.8:Zfp706	117	143	690	718	29	0.75862	43	88	85	661	87	0.83721	-23.35	2.39e-06	4.88e-05	chr8_101205569_101205822_-@ZNF706_ENSMUST00000078976.8:Zfp706 117
125	ENSMUST00000184554.7	chr11_65919308_65919388_+@DRAP1_ENSMUST00000126908.8:Drap1	68	110	934	972	43	0.74419	55	25	129	891	110	0.79498	-23.27	0.000709	0.00259	chr11_65919308_65919388_+@DRAP1_ENSMUST00000126908.8:Drap1 68
126	ENSMUST00000184554.7	chr19_8444825_8445124_+@HNRNPM_ENSMUST00000234474.1:Hnrnpm	124	146	428	450	23	0.82609	46	101	69	405	69	0.71739	-23.1	0.000363	0.0016	chr19_8444825_8445124_+@HNRNPM_ENSMUST00000234474.1:Hnrnpm 124
127	ENSMUST00000184554.7	chr4_39977785_39978060_-@PDS5A_ENSMUST00000201948.3:Pds5a	94	145	886	936	52	0.69231	64	94	52	886	51	0.91262	-22.9112	1.1e-08	1.43e-06	chr4_39977785_39978060_-@PDS5A_ENSMUST00000201948.3:Pds5a 94
128	ENSMUST00000184554.7	chr17_44219348_44219585_-@UBTF_ENSMUST00000107123.9:Ubtf	82	145	925	988	64	0.60938	51	82	64	925	64	0.82812	-22.848	8.95e-07	2.7e-05	chr17_44219348_44219585_-@UBTF_ENSMUST00000107123.9:Ubtf 82
129	ENSMUST00000184554.7	chr3_32106361_32106567_+@GPD1L_ENSMUST00000146623.7:Gpd1l	65	119	552	609	58	0.62069	50	65	55	552	58	0.76991	-22.8288	0.00253	0.00649	chr3_32106361_32106567_+@GPD1L_ENSMUST00000146623.7:Gpd1l 65
130	ENSMUST00000184554.7	chr3_129893641_129893860_-@TMCC1_ENSMUST00000088896.9:Tmcc1	68	112	885	930	46	0.73913	69	22	137	839	138	0.85091	-22.8	0.000219	0.00112	chr3_129893641_129893860_-@TMCC1_ENSMUST00000088896.9:Tmcc1 68
131	ENSMUST00000184554.7	chr1_1349276_1349567_-@DVL1_ENSMUST00000133184.7:Dvl1	70	134	103	166	65	0.64615	63	70	65	103	64	0.84496	-22.711	0.000303	0.00141	chr1_1349276_1349567_-@DVL1_ENSMUST00000133184.7:Dvl1 70
132	ENSMUST00000184554.7	chr2_17878517_17878816_+@KCNS3_ENSMUST00000055673.1:Kcns3	63	134	861	933	73	0.61644	66	63	72	861	73	0.83448	-22.5862	0.00789	0.0154	chr2_17878517_17878816_+@KCNS3_ENSMUST00000055673.1:Kcns3 63
133	ENSMUST00000184554.7	chr1_23791166_23791203_+@LYPLA2_ENSMUST00000145350.1:Lypla2	93	135	784	827	44	0.70455	65	49	131	740	132	0.77186	-22.49	8e-05	0.000538	chr1_23791166_23791203_+@LYPLA2_ENSMUST00000145350.1:Lypla2 93
134	ENSMUST00000184554.7	chr9_127899453_127899623_-@ST6GALNAC6_ENSMUST00000126636.7:St6galnac6	124	166	226	270	45	0.68889	55	79	133	181	135	0.72015	-22.41	0.00319	0.00776	chr9_127899453_127899623_-@ST6GALNAC6_ENSMUST00000126636.7:St6galnac6 124
135	ENSMUST00000184554.7	chr12_120469523_120469822_-@SRSF9_ENSMUST00000209604.1:Srsf9	36	50	141	155	15	1	58	21	45	126	45	0.85556	-22.31	1.5e-05	0.000175	chr12_120469523_120469822_-@SRSF9_ENSMUST00000209604.1:Srsf9 36
136	ENSMUST00000184554.7	chr16_88706238_88706537_-@RNF166_ENSMUST00000014614.3:Rnf166	60	125	864	932	69	0.63768	73	60	66	864	69	0.83704	-22.287	1.25e-06	3.27e-05	chr16_88706238_88706537_-@RNF166_ENSMUST00000014614.3:Rnf166 60
137	ENSMUST00000184554.7	chr3_129893641_129893860_-@TMCC1_ENSMUST00000088896.9:Tmcc1	77	130	801	856	56	0.60714	46	77	54	801	56	0.84545	-22.2656	0.000219	0.00112	chr3_129893641_129893860_-@TMCC1_ENSMUST00000088896.9:Tmcc1 77
138	ENSMUST00000184554.7	chr1_223712252_223712470_+@CAPN2_ENSMUST00000068505.9:Capn2	57	118	879	938	63	0.65079	43	57	62	879	60	0.84426	-22.2516	4.77e-06	7.96e-05	chr1_223712252_223712470_+@CAPN2_ENSMUST00000068505.9:Capn2 57
139	ENSMUST00000184554.7	chr1_77888604_77888650_+@NEXN_ENSMUST00000196815.4:Nexn	71	106	917	951	36	0.66667	45	35	108	881	107	0.84186	-22.16	1.36e-06	3.41e-05	chr1_77888604_77888650_+@NEXN_ENSMUST00000196815.4:Nexn 71
140	ENSMUST00000184554.7	chr4_176792159_176792410_-@VEGFC_ENSMUST00000210831.1:Vegfc	73	130	35	92	60	0.66667	58	73	58	35	58	0.83621	-22.128	6.3e-05	0.000462	chr4_176792159_176792410_-@VEGFC_ENSMUST00000210831.1:Vegfc 73
141	ENSMUST00000184554.7	chr4_176792411_176792660_-@VEGFC_ENSMUST00000209703.1:Vegfc	73	130	97	154	60	0.66667	58	73	58	97	58	0.83621	-22.128	4.11e-05	0.000355	chr4_176792411_176792660_-@VEGFC_ENSMUST00000209703.1:Vegfc 73
142	ENSMUST00000184554.7	chr6_3068358_3068657_+@RIPK1_ENSMUST00000163418.1:Ripk1	163	201	229	267	39	0.71795	64	124	117	190	117	0.70085	-22.06	3.04e-05	0.000289	chr6_3068358_3068657_+@RIPK1_ENSMUST00000163418.1:Ripk1 163
143	ENSMUST00000184554.7	chr19_38402996_38403295_+@FAM98C_ENSMUST00000144795.7:Fam98c	152	171	630	648	20	0.85	40	132	60	610	59	0.71429	-21.92	0.00024	0.0012	chr19_38402996_38403295_+@FAM98C_ENSMUST00000144795.7:Fam98c 152
144	ENSMUST00000184554.7	chr1_6785304_6785603_+@CAMTA1_ENSMUST00000155685.7:Camta1	2	45	842	885	44	0.65909	45	1	89	798	132	0.85068	-21.89	1.18e-08	1.45e-06	chr1_6785304_6785603_+@CAMTA1_ENSMUST00000155685.7:Camta1 2
145	ENSMUST00000184554.7	chr16_69385948_69386137_-@TERF2_ENSMUST00000068388.14:Terf2	104	133	577	605	30	0.8	56	74	90	547	89	0.74302	-21.79	5.05e-08	3.81e-06	chr16_69385948_69386137_-@TERF2_ENSMUST00000068388.14:Terf2 104
146	ENSMUST00000184554.7	chr16_69385713_69385884_-@TERF2_ENSMUST00000142616.7:Terf2	104	133	901	929	30	0.8	56	74	90	871	89	0.74302	-21.79	0.00216	0.00571	chr16_69385713_69385884_-@TERF2_ENSMUST00000142616.7:Terf2 104
147	ENSMUST00000184554.7	chr2_84971255_84971497_+@KCMF1_ENSMUST00000206378.1:Kcmf1	2	49	945	993	49	0.67347	50	1	98	896	105	0.78325	-21.78	1.08e-07	7.25e-06	chr2_84971255_84971497_+@KCMF1_ENSMUST00000206378.1:Kcmf1 2
148	ENSMUST00000184554.7	chr18_3448249_3448436_+@TGIF1_ENSMUST00000166395.8:Tgif1	122	145	522	544	24	0.83333	51	98	72	498	71	0.83217	-21.78	7.68e-06	0.000109	chr18_3448249_3448436_+@TGIF1_ENSMUST00000166395.8:Tgif1 122
149	ENSMUST00000184554.7	chr14_100238691_100238927_+@YY1_ENSMUST00000021692.8:Yy1	124	145	306	328	23	0.82609	45	101	68	283	69	0.81022	-21.73	0.000129	0.000762	chr14_100238691_100238927_+@YY1_ENSMUST00000021692.8:Yy1 124
150	ENSMUST00000184554.7	chr14_99480709_99481008_-@SETD3_ENSMUST00000125916.2:Setd3	65	123	670	731	62	0.66129	50	65	59	670	62	0.83471	-21.6628	6.92e-05	0.000489	chr14_99480709_99481008_-@SETD3_ENSMUST00000125916.2:Setd3 65
151	ENSMUST00000184554.7	chr17_30378786_30379085_+@CPD_ENSMUST00000021201.5:Cpd	76	107	932	965	34	0.79412	51	42	100	898	102	0.78713	-21.6	7.12e-06	0.000104	chr17_30378786_30379085_+@CPD_ENSMUST00000021201.5:Cpd 76
152	ENSMUST00000184554.7	chr5_131263868_131264060_+@CDC42SE2_ENSMUST00000153209.7:Cdc42se2	12	27	469	484	16	0.875	54	1	43	453	48	0.71429	-21.58	1.78e-06	4.25e-05	chr5_131263868_131264060_+@CDC42SE2_ENSMUST00000153209.7:Cdc42se2 12
153	ENSMUST00000184554.7	chr17_50866204_50866503_-@TOB1_ENSMUST00000041589.5:Tob1	77	112	178	215	38	0.71053	47	39	112	140	114	0.83186	-21.58	0.000247	0.00122	chr17_50866204_50866503_-@TOB1_ENSMUST00000041589.5:Tob1 77
154	ENSMUST00000184554.7	chr8_60516786_60517057_+@RAB2A_ENSMUST00000060232.7:Rab2a	35	94	414	472	60	0.55	52	35	60	414	59	0.78992	-21.576	0.00173	0.00484	chr8_60516786_60517057_+@RAB2A_ENSMUST00000060232.7:Rab2a 35
155	ENSMUST00000184554.7	chr5_134845846_134846040_+@C5orf24_ENSMUST00000057844.9:B230219D22Rik	101	157	304	361	59	0.67797	58	101	57	304	58	0.84348	-21.4406	0.000284	0.00136	chr5_134845846_134846040_+@C5orf24_ENSMUST00000057844.9:B230219D22Rik 101
156	ENSMUST00000184554.7	chrX_71254615_71254838_-@ZMYM3_ENSMUST00000118092.7:Zmym3	132	145	75	88	14	0.85714	48	118	42	61	42	0.71429	-21.44	0.000814	0.00287	chrX_71254615_71254838_-@ZMYM3_ENSMUST00000118092.7:Zmym3 132
157	ENSMUST00000184554.7	chr7_149497568_149497763_-@ZNF746_ENSMUST00000203994.1:Zfp746	132	148	633	649	17	0.94118	56	115	51	616	51	0.83333	-21.42	1.35e-05	0.000163	chr7_149497568_149497763_-@ZNF746_ENSMUST00000203994.1:Zfp746 132
158	ENSMUST00000184554.7	chr9_126860519_126860818_+@ZBTB34_ENSMUST00000134589.1:Zbtb34	68	105	937	974	38	0.73684	73	30	114	899	102	0.86111	-21.41	5.67e-06	9.02e-05	chr9_126860519_126860818_+@ZBTB34_ENSMUST00000134589.1:Zbtb34 68
159	ENSMUST00000184554.7	chr10_117375290_117375589_-@PDZD8_ENSMUST00000099274.3:Pdzd8	129	147	874	891	19	0.89474	40	110	57	855	56	0.77876	-21.37	4.08e-05	0.000355	chr10_117375290_117375589_-@PDZD8_ENSMUST00000099274.3:Pdzd8 129
160	ENSMUST00000184554.7	chr20_17682229_17682391_-@RRBP1_ENSMUST00000037875.5:Rrbp1	78	131	563	618	56	0.64286	54	78	54	563	56	0.85455	-21.3584	3.85e-08	3.7e-06	chr20_17682229_17682391_-@RRBP1_ENSMUST00000037875.5:Rrbp1 78
161	ENSMUST00000184554.7	chr4_94451792_94452091_+@PDLIM5_ENSMUST00000198381.4:Pdlim5	27	39	824	836	13	0.92308	47	14	39	811	39	0.84615	-21.35	2.09e-06	4.51e-05	chr4_94451792_94452091_+@PDLIM5_ENSMUST00000198381.4:Pdlim5 27
162	ENSMUST00000184554.7	chr20_63626925_63627224_-@GMEB2_ENSMUST00000141003.1:Gmeb2	173	192	568	586	20	0.85	39	153	60	548	59	0.69748	-21.31	7.92e-07	2.58e-05	chr20_63626925_63627224_-@GMEB2_ENSMUST00000141003.1:Gmeb2 173
163	ENSMUST00000184554.7	chr16_67247331_67247630_-@FHOD1_ENSMUST00000132777.7:Fhod1	161	186	912	937	26	0.80769	49	135	78	886	78	0.69231	-21.28	0.00811	0.0157	chr16_67247331_67247630_-@FHOD1_ENSMUST00000132777.7:Fhod1 161
164	ENSMUST00000184554.7	chr17_51260425_51260724_+@UTP18_ENSMUST00000066888.9:Utp18	165	178	953	966	14	0.92857	45	151	42	939	42	0.75	-21.25	7.63e-09	1.14e-06	chr17_51260425_51260724_+@UTP18_ENSMUST00000066888.9:Utp18 165
165	ENSMUST00000184554.7	chr1_33472501_33472800_+@ZSCAN20_ENSMUST00000141040.1:Zscan20	269	285	36	52	17	0.94118	44	252	51	19	51	0.41176	-21.23	0.00621	0.0128	chr1_33472501_33472800_+@ZSCAN20_ENSMUST00000141040.1:Zscan20 269
166	ENSMUST00000184554.7	chr3_38496207_38496417_+@EXOG_ENSMUST00000214462.1:Exog	8	28	220	240	21	0.7619	56	1	49	199	63	0.71429	-21.22	0.00894	0.0168	chr3_38496207_38496417_+@EXOG_ENSMUST00000214462.1:Exog 8
167	ENSMUST00000184554.7	chr14_55271271_55271570_+@FBXO34_ENSMUST00000226954.1:Fbxo34	32	81	217	267	52	0.71154	63	32	50	217	51	0.84158	-21.2056	6e-05	0.000448	chr14_55271271_55271570_+@FBXO34_ENSMUST00000226954.1:Fbxo34 32
168	ENSMUST00000184554.7	chr6_158559967_158560266_+@TMEM181_ENSMUST00000088940.5:Tmem181a	15	48	22	55	34	0.70588	72	1	82	1	89	0.78947	-21.19	0.00199	0.00534	chr6_158559967_158560266_+@TMEM181_ENSMUST00000088940.5:Tmem181a 15
169	ENSMUST00000184554.7	chr1_54887213_54887379_-@DHCR24_ENSMUST00000047973.3:Dhcr24	162	197	231	267	37	0.59459	39	125	110	194	111	0.60633	-21.18	2.15e-05	0.000226	chr1_54887213_54887379_-@DHCR24_ENSMUST00000047973.3:Dhcr24 162
170	ENSMUST00000184554.7	chr4_77819218_77819496_-@CNOT6L_ENSMUST00000122003.7:Cnot6l	68	121	654	705	54	0.64815	53	68	54	654	52	0.81132	-21.0924	0.000131	0.000767	chr4_77819218_77819496_-@CNOT6L_ENSMUST00000122003.7:Cnot6l 68
171	ENSMUST00000184554.7	chr3_130893833_130894033_+@ATP2C1_ENSMUST00000038118.14:Atp2c1	94	108	415	429	15	0.86667	45	79	45	400	45	0.81111	-21.08	4.39e-05	0.000365	chr3_130893833_130894033_+@ATP2C1_ENSMUST00000038118.14:Atp2c1 94
172	ENSMUST00000184554.7	chr4_107931399_107931698_+@CYP2U1_ENSMUST00000200236.1:Cyp2u1	59	152	884	978	95	0.57895	51	59	94	884	95	0.78836	-21.071	5.29e-07	1.9e-05	chr4_107931399_107931698_+@CYP2U1_ENSMUST00000200236.1:Cyp2u1 59
173	ENSMUST00000184554.7	chr19_34172273_34172474_+@LSM14A_ENSMUST00000085585.11:Lsm14a	122	145	841	863	24	0.875	54	98	72	817	71	0.81119	-21.04	1.41e-08	1.62e-06	chr19_34172273_34172474_+@LSM14A_ENSMUST00000085585.11:Lsm14a 122
174	ENSMUST00000184554.7	chr7_107044556_107044855_+@PRKAR2B_ENSMUST00000003079.11:Prkar2b	17	39	935	958	24	0.91667	67	1	63	911	72	0.84444	-21.03	8.08e-06	0.00011	chr7_107044556_107044855_+@PRKAR2B_ENSMUST00000003079.11:Prkar2b 17
175	ENSMUST00000184554.7	chr17_7884646_7884945_+@CHD3_ENSMUST00000092971.12:Chd3	64	146	496	573	83	0.6506	72	64	83	496	78	0.85714	-21.0156	0.000613	0.00233	chr17_7884646_7884945_+@CHD3_ENSMUST00000092971.12:Chd3 64
176	ENSMUST00000184554.7	chr1_150974752_150974823_-@CERS2_ENSMUST00000133748.1:Cers2	28	37	307	316	10	1	38	18	30	297	30	0.83333	-21.01	1.68e-05	0.000189	chr1_150974752_150974823_-@CERS2_ENSMUST00000133748.1:Cers2 28
177	ENSMUST00000184554.7	chr13_113297056_113297222_+@LAMP1_ENSMUST00000033824.7:Lamp1	68	139	196	267	74	0.60811	45	68	72	196	72	0.84722	-20.9716	0.000293	0.00138	chr13_113297056_113297222_+@LAMP1_ENSMUST00000033824.7:Lamp1 68
178	ENSMUST00000184554.7	chr11_65890473_65890648_+@CCDC85B_ENSMUST00000236881.1:Ccdc85b	79	121	788	831	45	0.77778	57	34	133	743	134	0.78277	-20.92	3.51e-06	6.45e-05	chr11_65890473_65890648_+@CCDC85B_ENSMUST00000236881.1:Ccdc85b 79
179	ENSMUST00000184554.7	chr19_38849923_38850086_-@HNRNPL_ENSMUST00000174755.7:Hnrnpl	155	171	571	587	17	0.82353	40	138	51	554	51	0.57843	-20.88	0.000424	0.00178	chr19_38849923_38850086_-@HNRNPL_ENSMUST00000174755.7:Hnrnpl 155
180	ENSMUST00000184554.7	chr19_34172273_34172474_+@LSM14A_ENSMUST00000085585.11:Lsm14a	124	143	943	962	20	0.85	53	104	60	923	60	0.825	-20.85	1.41e-08	1.62e-06	chr19_34172273_34172474_+@LSM14A_ENSMUST00000085585.11:Lsm14a 124
181	ENSMUST00000184554.7	chr19_33373582_33373881_+@CEBPG_ENSMUST00000130491.2:Cebpg	108	142	632	666	35	0.8	80	73	105	597	105	0.79048	-20.82	4.49e-05	0.000371	chr19_33373582_33373881_+@CEBPG_ENSMUST00000130491.2:Cebpg 108
182	ENSMUST00000184554.7	chr11_925720_926019_+@AP2A2_ENSMUST00000201320.1:Ap2a2	98	132	114	147	35	0.71429	52	63	105	79	104	0.7799	-20.82	0.000641	0.0024	chr11_925720_926019_+@AP2A2_ENSMUST00000201320.1:Ap2a2 98
183	ENSMUST00000184554.7	chr18_9475366_9475665_+@RALBP1_ENSMUST00000024905.10:Ralbp1	73	113	732	772	41	0.63415	49	32	123	691	123	0.80894	-20.8	3.91e-06	7.02e-05	chr18_9475366_9475665_+@RALBP1_ENSMUST00000024905.10:Ralbp1 73
184	ENSMUST00000184554.7	chr5_54517609_54517908_+@SNX18_ENSMUST00000109241.4:Snx18	94	144	286	338	53	0.66038	39	94	51	286	53	0.86538	-20.7654	2.17e-05	0.000226	chr5_54517609_54517908_+@SNX18_ENSMUST00000109241.4:Snx18 94
185	ENSMUST00000184554.7	chr4_39527501_39527713_-@UGDH_ENSMUST00000031103.13:Ugdh	103	150	858	905	48	0.625	40	55	144	810	144	0.77083	-20.76	0.0023	0.006	chr4_39527501_39527713_-@UGDH_ENSMUST00000031103.13:Ugdh 103
186	ENSMUST00000184554.7	chr20_58692650_58692837_+@NPEPL1_ENSMUST00000044415.15:Npepl1	1	66	230	293	66	0.68182	59	1	66	230	64	0.84615	-20.724	1.26e-06	3.27e-05	chr20_58692650_58692837_+@NPEPL1_ENSMUST00000044415.15:Npepl1 1
187	ENSMUST00000184554.7	chr12_120581248_120581547_-@POP5_ENSMUST00000142233.1:Pop5	15	28	591	604	14	0.92857	49	1	42	577	42	0.66667	-20.7	2.34e-05	0.000238	chr12_120581248_120581547_-@POP5_ENSMUST00000142233.1:Pop5 15
188	ENSMUST00000184554.7	chr15_75201732_75202031_+@C15orf39_ENSMUST00000215298.1:1700017B05Rik	93	109	2	18	17	0.82353	43	76	51	1	35	0.81395	-20.69	0.000108	0.000679	chr15_75201732_75202031_+@C15orf39_ENSMUST00000215298.1:1700017B05Rik 93
189	ENSMUST00000184554.7	chr19_4400375_4400674_-@SH3GL1_ENSMUST00000233034.1:Sh3gl1	178	189	896	907	12	0.91667	41	166	36	884	36	0.75	-20.68	5.18e-05	0.000403	chr19_4400375_4400674_-@SH3GL1_ENSMUST00000233034.1:Sh3gl1 178
190	ENSMUST00000184554.7	chr1_231422137_231422436_-@EGLN1_ENSMUST00000034469.6:Egln1	109	150	782	823	42	0.7619	80	67	126	740	126	0.85714	-20.68	1.55e-07	8.71e-06	chr1_231422137_231422436_-@EGLN1_ENSMUST00000034469.6:Egln1 109
191	ENSMUST00000184554.7	chr16_75251474_75251751_-@BCAR1_ENSMUST00000212147.1:Bcar1	322	334	285	297	13	1	42	309	39	272	39	0.46154	-20.67	0.00135	0.0041	chr16_75251474_75251751_-@BCAR1_ENSMUST00000212147.1:Bcar1 322
192	ENSMUST00000184554.7	chr5_143403910_143404161_-@NR3C1_ENSMUST00000152853.1:Nr3c1	97	143	795	838	48	0.72917	59	49	143	747	140	0.79152	-20.66	2.53e-05	0.000251	chr5_143403910_143404161_-@NR3C1_ENSMUST00000152853.1:Nr3c1 97
193	ENSMUST00000184554.7	chr4_101347350_101347540_-@PPP3CA_ENSMUST00000056758.8:Ppp3ca	27	41	655	669	15	0.8	42	12	45	640	45	0.8	-20.65	0.00099	0.00328	chr4_101347350_101347540_-@PPP3CA_ENSMUST00000056758.8:Ppp3ca 27
194	ENSMUST00000184554.7	chr17_75405524_75405823_-@GRB2_ENSMUST00000106495.7:Grb2	6	49	845	888	45	0.73333	37	1	94	800	134	0.80702	-20.62	4.05e-08	3.7e-06	chr17_75405524_75405823_-@GRB2_ENSMUST00000106495.7:Grb2 6
